season,wkday,date,hr,holiday,temp,windspd,hum,adjtemp,condition,casual,member,total
1,6,2017-01-01,0,1,0.4069,0.4375,0.69,0.3512,1,0,19,19
1,6,2017-01-01,1,1,0.4033,0.4375,0.7,0.3475,1,1,13,14
1,6,2017-01-01,2,1,0.3978,0.4,0.67,0.3459,1,0,10,10
1,6,2017-01-01,3,1,0.396,0.35,0.69,0.35,1,0,15,15
1,6,2017-01-01,4,1,0.396,0.3375,0.69,0.3515,1,2,16,18
1,6,2017-01-01,5,1,0.396,0.225,0.69,0.3686,1,0,13,13
1,6,2017-01-01,6,1,0.3906,0.2,0.7,0.3681,1,0,15,15
1,6,2017-01-01,7,1,0.3689,0.1875,0.7,0.3499,1,2,8,10
1,6,2017-01-01,8,1,0.3635,0.2375,0.7,0.3347,1,0,5,5
1,6,2017-01-01,9,1,0.3653,0.2875,0.68,0.328,1,0,8,8
1,6,2017-01-01,10,1,0.3779,0.3,0.66,0.3387,1,0,1,1
1,6,2017-01-01,11,1,0.3996,0.2375,0.62,0.3699,1,0,5,5
1,6,2017-01-01,12,1,0.4123,0.2625,0.59,0.3782,1,0,7,7
1,6,2017-01-01,13,1,0.4195,0.25,0.55,0.3872,1,0,5,5
1,6,2017-01-01,14,1,0.4195,0.2125,0.57,0.3936,1,2,5,7
1,6,2017-01-01,15,1,0.4286,0.225,0.54,0.4001,1,2,14,16
1,6,2017-01-01,16,1,0.4195,0.2125,0.57,0.3936,1,4,20,24
1,6,2017-01-01,17,1,0.4087,0.1,0.55,0.411,1,9,25,34
1,6,2017-01-01,18,1,0.4105,0.1875,0.57,0.3897,1,8,34,42
1,6,2017-01-01,19,1,0.3996,0.1,0.6,0.4028,1,11,32,43
1,6,2017-01-01,20,1,0.3942,0.1,0.64,0.3978,1,16,32,48
1,6,2017-01-01,21,1,0.3797,0.075,0.67,0.395,1,5,37,42
1,6,2017-01-01,22,1,0.387,0.125,0.74,0.383,1,8,41,49
1,6,2017-01-01,23,1,0.3852,0.025,0.72,0.4349,1,7,30,37
1,0,2017-01-02,0,0,0.3761,0.0625,0.72,0.3981,1,7,28,35
1,0,2017-01-02,1,0,0.3544,0.1,0.8,0.3616,1,2,21,23
1,0,2017-01-02,2,0,0.3562,0.125,0.81,0.3545,1,0,6,6
1,0,2017-01-02,3,0,0.3635,0.0875,0.78,0.3749,1,0,10,10
1,0,2017-01-02,4,0,0.3599,0.125,0.8,0.3579,1,2,7,9
1,0,2017-01-02,5,0,0.3436,0.0875,0.83,0.3569,1,0,8,8
1,0,2017-01-02,6,0,0.349,0.1125,0.85,0.352,1,4,7,11
1,0,2017-01-02,7,0,0.3508,0.1875,0.84,0.3327,1,0,2,2
1,0,2017-01-02,8,0,0.3309,0.15,0.86,0.3234,1,0,1,1
1,0,2017-01-02,9,0,0.3617,0.1375,0.9,0.3558,1,0,5,5
1,0,2017-01-02,10,0,0.4213,0.1625,0.9,0.4054,1,0,6,6
1,0,2017-01-02,11,0,0.4521,0.2375,0.81,0.421,1,0,6,6
1,0,2017-01-02,12,0,0.4684,0.25,0.77,0.435,1,0,12,12
1,0,2017-01-02,13,0,0.4828,0.225,0.65,0.4527,1,1,28,29
1,0,2017-01-02,14,0,0.4738,0.1875,0.69,0.4502,1,1,40,41
1,0,2017-01-02,15,0,0.4702,0.2125,0.73,0.4425,1,2,30,32
1,0,2017-01-02,16,0,0.4575,0.2875,0.78,0.4192,1,4,38,42
1,0,2017-01-02,17,0,0.4557,0.2125,0.8,0.4285,1,9,58,67
1,0,2017-01-02,18,0,0.4575,0.1375,0.8,0.4452,1,7,71,78
1,0,2017-01-02,19,0,0.4575,0.2,0.8,0.4324,2,17,57,74
1,0,2017-01-02,20,0,0.4611,0.0875,0.82,0.4629,2,14,51,65
1,0,2017-01-02,21,0,0.4629,0.15,0.87,0.4474,2,15,64,79
1,0,2017-01-02,22,0,0.4611,0.1375,0.91,0.4485,2,4,72,76
1,0,2017-01-02,23,0,0.4575,0.15,0.94,0.4423,2,1,57,58
1,1,2017-01-03,0,0,0.4575,0.2,0.95,0.4324,2,3,56,59
1,1,2017-01-03,1,0,0.4557,0.125,0.95,0.4466,2,1,40,41
1,1,2017-01-03,2,0,0.4557,0.125,0.96,0.4466,3,5,27,32
1,1,2017-01-03,3,0,0.4521,0.125,0.96,0.4433,3,1,19,20
1,1,2017-01-03,4,0,0.4575,0.15,0.97,0.4423,3,0,11,11
1,1,2017-01-03,5,0,0.4593,0.15,0.97,0.444,3,0,12,12
1,1,2017-01-03,6,0,0.4647,0.2,0.97,0.4393,3,2,3,5
1,1,2017-01-03,7,0,0.4665,0.2,0.97,0.4411,3,0,3,3
1,1,2017-01-03,8,0,0.4702,0.175,0.97,0.4491,3,2,0,2
1,1,2017-01-03,9,0,0.472,0.1125,0.97,0.465,3,0,2,2
1,1,2017-01-03,10,0,0.4756,0.1375,0.97,0.462,3,0,7,7
1,1,2017-01-03,11,0,0.4774,0.15,0.97,0.4609,3,0,10,10
1,1,2017-01-03,12,0,0.4756,0.125,0.97,0.465,3,2,28,30
1,1,2017-01-03,13,0,0.4756,0.0875,0.97,0.4759,3,2,133,135
1,1,2017-01-03,14,0,0.4738,0.175,0.97,0.4525,3,1,98,99
1,1,2017-01-03,15,0,0.472,0.1,0.97,0.4686,3,0,30,30
1,1,2017-01-03,16,0,0.4702,0.175,0.97,0.4491,3,0,20,20
1,1,2017-01-03,17,0,0.4684,0.1875,0.97,0.445,3,1,20,21
1,1,2017-01-03,18,0,0.4629,0.1125,0.97,0.4567,3,1,23,24
1,1,2017-01-03,19,0,0.4557,0.15,0.97,0.4406,3,1,19,20
1,1,2017-01-03,20,0,0.4521,0.2,0.97,0.4272,3,0,22,22
1,1,2017-01-03,21,0,0.4376,0.2125,0.97,0.411,3,0,83,83
1,1,2017-01-03,22,0,0.434,0.225,0.96,0.4054,2,2,156,158
1,1,2017-01-03,23,0,0.4304,0.1875,0.95,0.4087,2,1,71,72
1,2,2017-01-04,0,0,0.4304,0.1875,0.95,0.4087,2,2,41,43
1,2,2017-01-04,1,0,0.4322,0.1125,0.94,0.4285,2,1,17,18
1,2,2017-01-04,2,0,0.4394,0.1125,0.95,0.4351,3,0,23,23
1,2,2017-01-04,3,0,0.4485,0.2,0.95,0.4237,3,0,21,21
1,2,2017-01-04,4,0,0.4611,0.2875,0.9,0.4228,2,0,11,11
1,2,2017-01-04,5,0,0.4503,0.2875,0.83,0.4121,2,0,11,11
1,2,2017-01-04,6,0,0.4376,0.2875,0.82,0.3996,2,0,0,0
1,2,2017-01-04,7,0,0.443,0.225,0.82,0.4142,2,0,2,2
1,2,2017-01-04,8,0,0.4394,0.425,0.82,0.3857,2,0,0,0
1,2,2017-01-04,9,0,0.4213,0.5625,0.81,0.355,2,0,3,3
1,2,2017-01-04,10,0,0.4105,0.5625,0.65,0.3436,1,1,9,10
1,2,2017-01-04,11,0,0.3816,0.7375,0.67,0.2999,1,0,18,18
1,2,2017-01-04,12,0,0.3508,0.7,0.67,0.2698,1,2,65,67
1,2,2017-01-04,13,0,0.3327,0.5375,0.62,0.2646,1,1,195,196
1,2,2017-01-04,14,0,0.3146,0.575,0.59,0.2421,1,5,148,153
1,2,2017-01-04,15,0,0.3056,0.55,0.58,0.2351,1,0,44,44
1,2,2017-01-04,16,0,0.2948,0.5125,0.6,0.2276,1,3,57,60
1,2,2017-01-04,17,0,0.2821,0.5625,0.63,0.2092,1,1,64,65
1,2,2017-01-04,18,0,0.2767,0.4625,0.63,0.2147,3,9,64,73
1,2,2017-01-04,19,0,0.2586,0.4625,0.64,0.1961,1,3,40,43
1,2,2017-01-04,20,0,0.2532,0.575,0.63,0.1776,3,2,57,59
1,2,2017-01-04,21,0,0.2495,0.45,0.65,0.1883,3,1,121,122
1,2,2017-01-04,22,0,0.2477,0.5375,0.64,0.176,3,5,181,186
1,2,2017-01-04,23,0,0.2441,0.475,0.65,0.1796,3,1,130,131
1,3,2017-01-05,0,0,0.2441,0.4875,0.65,0.1781,3,1,56,57
1,3,2017-01-05,1,0,0.2477,0.45,0.67,0.1865,1,0,35,35
1,3,2017-01-05,2,0,0.264,0.525,0.66,0.1943,3,2,30,32
1,3,2017-01-05,3,0,0.2676,0.425,0.64,0.2101,3,0,23,23
1,3,2017-01-05,4,0,0.2694,0.45,0.64,0.2088,3,0,11,11
1,3,2017-01-05,5,0,0.264,0.4375,0.66,0.2048,3,0,5,5
1,3,2017-01-05,6,0,0.2658,0.475,0.61,0.202,3,0,3,3
1,3,2017-01-05,7,0,0.2532,0.325,0.65,0.2104,3,0,1,1
1,3,2017-01-05,8,0,0.2514,0.3375,0.67,0.2065,3,0,0,0
1,3,2017-01-05,9,0,0.2514,0.2625,0.71,0.2202,3,0,1,1
1,3,2017-01-05,10,0,0.255,0.3875,0.65,0.2024,1,0,6,6
1,3,2017-01-05,11,0,0.2514,0.375,0.65,0.2006,3,0,10,10
1,3,2017-01-05,12,0,0.264,0.3,0.6,0.2255,3,0,55,55
1,3,2017-01-05,13,0,0.2785,0.4125,0.56,0.2229,2,1,152,153
1,3,2017-01-05,14,0,0.2767,0.3,0.62,0.2381,3,4,130,134
1,3,2017-01-05,15,0,0.2676,0.3375,0.57,0.2228,3,1,39,40
1,3,2017-01-05,16,0,0.2622,0.3125,0.59,0.2216,1,0,40,40
1,3,2017-01-05,17,0,0.2495,0.2,0.75,0.2326,3,2,52,54
1,3,2017-01-05,18,0,0.2423,0.25,0.75,0.2139,3,0,43,43
1,3,2017-01-05,19,0,0.2351,0.2875,0.68,0.1992,1,1,45,46
1,3,2017-01-05,20,0,0.2278,0.275,0.68,0.1945,1,0,70,70
1,3,2017-01-05,21,0,0.2152,0.225,0.7,0.1932,1,3,123,126
1,3,2017-01-05,22,0,0.2061,0.2625,0.66,0.1758,1,3,146,149
1,3,2017-01-05,23,0,0.1935,0.2,0.69,0.1787,1,2,106,108
1,4,2017-01-06,0,0,0.1881,0.2,0.69,0.1735,1,1,59,60
1,4,2017-01-06,1,0,0.1826,0.2375,0.7,0.1585,1,1,35,36
1,4,2017-01-06,2,0,0.179,0.275,0.72,0.1464,1,0,35,35
1,4,2017-01-06,3,0,0.1754,0.2375,0.73,0.1515,1,0,24,24
1,4,2017-01-06,4,0,0.17,0.25,0.73,0.1432,1,0,15,15
1,4,2017-01-06,5,0,0.1682,0.2875,0.72,0.133,1,1,6,7
1,4,2017-01-06,6,0,0.1627,0.3125,0.72,0.1225,1,0,6,6
1,4,2017-01-06,7,0,0.1573,0.2875,0.7,0.1223,1,2,5,7
1,4,2017-01-06,8,0,0.1555,0.325,0.69,0.1128,1,0,1,1
1,4,2017-01-06,9,0,0.1718,0.3625,0.67,0.1223,1,1,0,1
1,4,2017-01-06,10,0,0.2025,0.325,0.62,0.1598,1,0,4,4
1,4,2017-01-06,11,0,0.2369,0.4375,0.56,0.177,1,0,15,15
1,4,2017-01-06,12,0,0.255,0.325,0.54,0.2122,1,0,49,49
1,4,2017-01-06,13,0,0.2532,0.3,0.5,0.2148,1,4,142,146
1,4,2017-01-06,14,0,0.2604,0.275,0.48,0.2266,1,0,111,111
1,4,2017-01-06,15,0,0.2604,0.2875,0.48,0.2242,1,0,43,43
1,4,2017-01-06,16,0,0.2423,0.3125,0.49,0.2017,1,0,30,30
1,4,2017-01-06,17,0,0.2188,0.225,0.55,0.1967,1,0,54,54
1,4,2017-01-06,18,0,0.2061,0.225,0.55,0.1844,1,0,52,52
1,4,2017-01-06,19,0,0.2043,0.2625,0.56,0.174,1,3,50,53
1,4,2017-01-06,20,0,0.1953,0.2625,0.61,0.1651,1,9,63,72
1,4,2017-01-06,21,0,0.1899,0.1875,0.62,0.1788,1,8,124,132
1,4,2017-01-06,22,0,0.1863,0.175,0.64,0.1792,1,3,141,144
1,4,2017-01-06,23,0,0.1826,0.2125,0.65,0.1649,1,1,91,92
1,5,2017-01-07,0,1,0.17,0.15,0.7,0.1722,1,1,49,50
1,5,2017-01-07,1,1,0.1682,0.1375,0.7,0.1753,1,0,40,40
1,5,2017-01-07,2,1,0.1609,0.1,0.71,0.1855,1,0,30,30
1,5,2017-01-07,3,1,0.1627,0.125,0.7,0.1754,1,0,24,24
1,5,2017-01-07,4,1,0.1555,0.1,0.71,0.1805,1,1,16,17
1,5,2017-01-07,5,1,0.1519,0.1125,0.72,0.171,1,0,14,14
1,5,2017-01-07,6,1,0.1519,0.1125,0.73,0.171,1,0,1,1
1,5,2017-01-07,7,1,0.1465,0.1125,0.75,0.166,1,0,2,2
1,5,2017-01-07,8,1,0.1465,0.075,0.75,0.1871,1,0,3,3
1,5,2017-01-07,9,1,0.1718,0.2,0.74,0.1579,1,1,1,2
1,5,2017-01-07,10,1,0.2152,0.1625,0.72,0.2106,1,0,1,1
1,5,2017-01-07,11,1,0.2297,0.1625,0.66,0.2242,1,0,1,1
1,5,2017-01-07,12,1,0.255,0.275,0.58,0.2212,1,0,7,7
1,5,2017-01-07,13,1,0.2568,0.225,0.55,0.2335,1,0,17,17
1,5,2017-01-07,14,1,0.2532,0.3125,0.55,0.2126,1,0,35,35
1,5,2017-01-07,15,1,0.2423,0.2625,0.59,0.2113,1,0,35,35
1,5,2017-01-07,16,1,0.2315,0.375,0.51,0.1805,1,0,45,45
1,5,2017-01-07,17,1,0.208,0.2625,0.53,0.1776,1,2,45,47
1,5,2017-01-07,18,1,0.208,0.2875,0.53,0.1724,1,0,53,53
1,5,2017-01-07,19,1,0.1935,0.2625,0.56,0.1633,1,0,42,42
1,5,2017-01-07,20,1,0.1899,0.275,0.61,0.1571,1,1,56,57
1,5,2017-01-07,21,1,0.1863,0.275,0.63,0.1535,1,1,52,53
1,5,2017-01-07,22,1,0.1844,0.1875,0.66,0.1737,1,1,29,30
1,5,2017-01-07,23,1,0.1826,0.2375,0.7,0.1585,1,2,24,26
1,6,2017-01-08,0,1,0.179,0.3125,0.71,0.1387,1,1,28,29
1,6,2017-01-08,1,1,0.1863,0.325,0.7,0.1435,1,1,14,15
1,6,2017-01-08,2,1,0.2025,0.4375,0.72,0.1418,3,0,10,10
1,6,2017-01-08,3,1,0.2224,0.325,0.73,0.1797,3,1,12,13
1,6,2017-01-08,4,1,0.2297,0.375,0.5,0.1787,1,0,12,12
1,6,2017-01-08,5,1,0.2134,0.275,0.53,0.1803,1,0,16,16
1,6,2017-01-08,6,1,0.2098,0.275,0.52,0.1767,1,0,6,6
1,6,2017-01-08,7,1,0.1971,0.3,0.59,0.1591,1,0,4,4
1,6,2017-01-08,8,1,0.1935,0.3375,0.56,0.1485,1,0,0,0
1,6,2017-01-08,9,1,0.1953,0.4,0.49,0.14,1,0,1,1
1,6,2017-01-08,10,1,0.208,0.4,0.6,0.1528,1,0,0,0
1,6,2017-01-08,11,1,0.2152,0.3875,0.56,0.1621,1,0,2,2
1,6,2017-01-08,12,1,0.2152,0.325,0.54,0.1725,1,2,6,8
1,6,2017-01-08,13,1,0.2206,0.4375,0.51,0.1603,1,0,10,10
1,6,2017-01-08,14,1,0.2134,0.3125,0.6,0.1729,1,2,25,27
1,6,2017-01-08,15,1,0.2297,0.325,0.46,0.1869,1,0,28,28
1,6,2017-01-08,16,1,0.217,0.4625,0.36,0.1532,1,0,31,31
1,6,2017-01-08,17,1,0.2043,0.3875,0.42,0.1511,1,0,30,30
1,6,2017-01-08,18,1,0.1917,0.2625,0.51,0.1616,1,1,42,43
1,6,2017-01-08,19,1,0.179,0.1625,0.56,0.1764,1,1,35,36
1,6,2017-01-08,20,1,0.17,0.1875,0.64,0.1598,1,0,48,48
1,6,2017-01-08,21,1,0.1609,0.1375,0.68,0.1685,1,0,37,37
1,6,2017-01-08,22,1,0.1863,0.0875,0.69,0.2151,1,1,38,39
1,6,2017-01-08,23,1,0.2116,0.2,0.69,0.1961,1,0,32,32
1,0,2017-01-09,0,0,0.217,0.125,0.7,0.2256,1,1,21,22
1,0,2017-01-09,1,0,0.226,0.175,0.67,0.217,1,0,28,28
1,0,2017-01-09,2,0,0.2333,0.3125,0.62,0.1927,1,1,13,14
1,0,2017-01-09,3,0,0.2351,0.225,0.58,0.2125,1,0,15,15
1,0,2017-01-09,4,0,0.2351,0.15,0.55,0.2334,1,0,15,15
1,0,2017-01-09,5,0,0.2423,0.125,0.54,0.249,1,0,1,1
1,0,2017-01-09,6,0,0.2459,0.2125,0.58,0.226,1,0,0,0
1,0,2017-01-09,7,0,0.255,0.275,0.66,0.2212,2,0,1,1
1,0,2017-01-09,8,0,0.2676,0.2875,0.61,0.2314,2,0,0,0
1,0,2017-01-09,9,0,0.2749,0.275,0.63,0.2409,2,0,2,2
1,0,2017-01-09,10,0,0.2821,0.35,0.66,0.2354,3,0,3,3
1,0,2017-01-09,11,0,0.2929,0.3375,0.67,0.2482,3,0,25,25
1,0,2017-01-09,12,0,0.3237,0.3125,0.58,0.2828,3,0,68,68
1,0,2017-01-09,13,0,0.3255,0.475,0.54,0.2635,1,1,180,181
1,0,2017-01-09,14,0,0.3363,0.4,0.52,0.2834,1,2,133,135
1,0,2017-01-09,15,0,0.3382,0.3375,0.54,0.2935,1,1,36,37
1,0,2017-01-09,16,0,0.3382,0.225,0.57,0.3125,3,0,38,38
1,0,2017-01-09,17,0,0.3309,0.25,0.56,0.3006,3,0,55,55
1,0,2017-01-09,18,0,0.3255,0.225,0.6,0.3002,3,1,51,52
1,0,2017-01-09,19,0,0.3219,0.175,0.6,0.3081,1,2,46,48
1,0,2017-01-09,20,0,0.3237,0.1375,0.61,0.3203,1,2,61,63
1,0,2017-01-09,21,0,0.3309,0.15,0.65,0.3234,1,5,136,141
1,0,2017-01-09,22,0,0.3345,0.2125,0.66,0.3115,2,1,201,202
1,0,2017-01-09,23,0,0.3309,0.1375,0.66,0.3271,2,2,121,123
1,1,2017-01-10,0,0,0.3418,0.2,0.57,0.3212,2,1,65,66
1,1,2017-01-10,1,0,0.3436,0.1625,0.59,0.3319,1,0,54,54
1,1,2017-01-10,2,0,0.3472,0.1375,0.6,0.3423,1,0,23,23
1,1,2017-01-10,3,0,0.358,0.125,0.59,0.3562,1,1,30,31
1,1,2017-01-10,4,0,0.3526,0.175,0.69,0.3373,3,1,12,13
1,1,2017-01-10,5,0,0.3562,0.1875,0.77,0.3379,3,0,4,4
1,1,2017-01-10,6,0,0.3508,0.1625,0.89,0.3387,3,0,3,3
1,1,2017-01-10,7,0,0.3599,0.2875,0.91,0.3226,3,0,3,3
1,1,2017-01-10,8,0,0.3635,0.2375,0.93,0.3347,4,0,1,1
1,1,2017-01-10,9,0,0.3707,0.2625,0.94,0.3374,3,0,3,3
1,1,2017-01-10,10,0,0.3689,0.2625,0.93,0.3356,3,0,2,2
1,1,2017-01-10,11,0,0.3888,0.275,0.84,0.3532,3,0,17,17
1,1,2017-01-10,12,0,0.3978,0.3,0.82,0.3584,3,0,31,31
1,1,2017-01-10,13,0,0.396,0.2375,0.91,0.3664,3,0,57,57
1,1,2017-01-10,14,0,0.3996,0.225,0.94,0.3721,3,1,47,48
1,1,2017-01-10,15,0,0.4033,0.275,0.96,0.3674,3,0,20,20
1,1,2017-01-10,16,0,0.4159,0.3,0.96,0.3764,3,0,20,20
1,1,2017-01-10,17,0,0.4231,0.2375,0.96,0.3928,3,0,32,32
1,1,2017-01-10,18,0,0.4394,0.25,0.97,0.4067,3,0,22,22
1,1,2017-01-10,19,0,0.4593,0.225,0.97,0.43,3,0,11,11
1,1,2017-01-10,20,0,0.4756,0.2625,0.97,0.4404,3,0,26,26
1,1,2017-01-10,21,0,0.4919,0.3625,0.96,0.5006,3,0,51,51
1,1,2017-01-10,22,0,0.5244,0.4375,0.86,0.5267,3,0,47,47
1,1,2017-01-10,23,0,0.5262,0.45,0.9,0.532,3,1,36,37
1,2,2017-01-11,0,0,0.5389,0.525,0.86,0.5418,3,0,28,28
1,2,2017-01-11,1,0,0.5262,0.75,0.87,0.5295,3,0,16,16
1,2,2017-01-11,2,0,0.4702,1.0,0.71,0.3818,3,0,23,23
1,2,2017-01-11,3,0,0.4665,0.725,0.67,0.3918,3,0,9,9
1,2,2017-01-11,4,0,0.4575,0.5125,0.68,0.3967,1,0,8,8
1,2,2017-01-11,5,0,0.443,0.4875,0.68,0.3837,1,0,5,5
1,2,2017-01-11,6,0,0.4304,0.5125,0.68,0.3685,1,0,3,3
1,2,2017-01-11,7,0,0.4213,0.475,0.68,0.3624,1,0,2,2
1,2,2017-01-11,8,0,0.4141,0.575,0.67,0.3464,1,0,0,0
1,2,2017-01-11,9,0,0.4213,0.325,0.66,0.3785,1,0,3,3
1,2,2017-01-11,10,0,0.434,0.2625,0.63,0.3995,1,0,4,4
1,2,2017-01-11,11,0,0.4503,0.25,0.64,0.4173,1,1,23,24
1,2,2017-01-11,12,0,0.443,0.3625,0.66,0.3959,1,0,79,79
1,2,2017-01-11,13,0,0.4557,0.2125,0.65,0.4285,2,2,238,240
1,2,2017-01-11,14,0,0.472,0.2125,0.58,0.4442,2,3,163,166
1,2,2017-01-11,15,0,0.4864,0.2,0.53,0.4602,2,2,65,67
1,2,2017-01-11,16,0,0.4792,0.1625,0.62,0.4601,2,0,51,51
1,2,2017-01-11,17,0,0.4738,0.125,0.65,0.4634,2,1,83,84
1,2,2017-01-11,18,0,0.4738,0.1,0.67,0.4703,2,1,78,79
1,2,2017-01-11,19,0,0.4846,0.1375,0.63,0.4705,1,2,62,64
1,2,2017-01-11,20,0,0.4882,0.2,0.65,0.4759,1,2,95,97
1,2,2017-01-11,21,0,0.4882,0.15,0.7,0.4793,1,4,161,165
1,2,2017-01-11,22,0,0.4882,0.125,0.72,0.4807,2,3,248,251
1,2,2017-01-11,23,0,0.4846,0.125,0.88,0.4734,3,4,165,169
1,3,2017-01-12,0,0,0.5136,0.2125,0.92,0.5202,3,1,103,104
1,3,2017-01-12,1,0,0.528,0.125,0.96,0.5385,3,2,77,79
1,3,2017-01-12,2,0,0.5371,0.15,0.97,0.5492,3,0,60,60
1,3,2017-01-12,3,0,0.528,0.0875,0.97,0.5395,3,2,38,40
1,3,2017-01-12,4,0,0.5262,0.075,0.97,0.5376,3,0,16,16
1,3,2017-01-12,5,0,0.5099,0.1125,0.97,0.5204,2,1,8,9
1,3,2017-01-12,6,0,0.4828,0.3125,0.97,0.4413,2,0,0,0
1,3,2017-01-12,7,0,0.4503,0.35,0.96,0.4045,2,0,2,2
1,3,2017-01-12,8,0,0.443,0.325,0.88,0.4002,2,0,1,1
1,3,2017-01-12,9,0,0.4376,0.2875,0.89,0.3996,2,0,0,0
1,3,2017-01-12,10,0,0.434,0.2875,0.89,0.396,2,0,8,8
1,3,2017-01-12,11,0,0.4394,0.1875,0.88,0.4174,2,0,12,12
1,3,2017-01-12,12,0,0.4394,0.15,0.89,0.4253,3,0,80,80
1,3,2017-01-12,13,0,0.4412,0.0625,0.91,0.4554,3,2,224,226
1,3,2017-01-12,14,0,0.4467,0.2,0.9,0.422,3,3,192,195
1,3,2017-01-12,15,0,0.4485,0.2375,0.87,0.4174,3,1,76,77
1,3,2017-01-12,16,0,0.443,0.2375,0.89,0.4122,2,3,69,72
1,3,2017-01-12,17,0,0.4141,0.2125,0.88,0.3883,2,0,51,51
1,3,2017-01-12,18,0,0.4105,0.225,0.85,0.3826,2,3,55,58
1,3,2017-01-12,19,0,0.4141,0.1625,0.83,0.3985,2,2,60,62
1,3,2017-01-12,20,0,0.4051,0.275,0.75,0.3692,2,2,99,101
1,3,2017-01-12,21,0,0.396,0.2875,0.78,0.3584,2,6,150,156
1,3,2017-01-12,22,0,0.3888,0.4375,0.71,0.3327,1,7,255,262
1,3,2017-01-12,23,0,0.3725,0.35,0.66,0.3263,1,2,153,155
1,4,2017-01-13,0,0,0.3689,0.3125,0.7,0.3278,1,0,88,88
1,4,2017-01-13,1,0,0.3599,0.3375,0.69,0.3153,1,0,79,79
1,4,2017-01-13,2,0,0.3671,0.3875,0.63,0.3162,1,1,60,61
1,4,2017-01-13,3,0,0.3599,0.5,0.58,0.2965,1,1,29,30
1,4,2017-01-13,4,0,0.3363,0.375,0.56,0.2866,1,0,18,18
1,4,2017-01-13,5,0,0.3255,0.275,0.6,0.2908,1,0,15,15
1,4,2017-01-13,6,0,0.3309,0.4375,0.51,0.2734,1,0,7,7
1,4,2017-01-13,7,0,0.3128,0.3125,0.54,0.272,1,0,3,3
1,4,2017-01-13,8,0,0.302,0.2625,0.59,0.2699,1,0,2,2
1,4,2017-01-13,9,0,0.311,0.3375,0.54,0.2664,1,0,2,2
1,4,2017-01-13,10,0,0.3327,0.325,0.52,0.2899,1,0,4,4
1,4,2017-01-13,11,0,0.3418,0.3875,0.51,0.2905,1,0,30,30
1,4,2017-01-13,12,0,0.3363,0.3,0.52,0.2974,1,0,68,68
1,4,2017-01-13,13,0,0.3454,0.325,0.53,0.3026,3,2,229,231
1,4,2017-01-13,14,0,0.3327,0.25,0.54,0.3023,3,5,170,175
1,4,2017-01-13,15,0,0.3291,0.225,0.63,0.3037,3,0,62,62
1,4,2017-01-13,16,0,0.3291,0.2875,0.52,0.2922,2,4,77,81
1,4,2017-01-13,17,0,0.3002,0.2625,0.67,0.2681,3,7,87,94
1,4,2017-01-13,18,0,0.2929,0.1875,0.67,0.2774,3,1,81,82
1,4,2017-01-13,19,0,0.2875,0.25,0.67,0.2581,3,2,64,66
1,4,2017-01-13,20,0,0.2839,0.2,0.67,0.2656,3,3,76,79
1,4,2017-01-13,21,0,0.2785,0.225,0.66,0.2546,3,1,140,141
1,4,2017-01-13,22,0,0.2712,0.2125,0.63,0.2504,1,1,199,200
1,4,2017-01-13,23,0,0.2604,0.175,0.67,0.2497,1,7,122,129
1,5,2017-01-14,0,1,0.2495,0.1125,0.68,0.2607,1,4,68,72
1,5,2017-01-14,1,1,0.2441,0.1,0.69,0.2612,1,0,33,33
1,5,2017-01-14,2,1,0.2387,0.0875,0.66,0.2624,1,2,39,41
1,5,2017-01-14,3,1,0.2423,0.075,0.63,0.2725,1,0,26,26
1,5,2017-01-14,4,1,0.2423,0.0875,0.61,0.2656,2,1,18,19
1,5,2017-01-14,5,1,0.2351,0.0875,0.58,0.2591,2,3,13,16
1,5,2017-01-14,6,1,0.2387,0.1125,0.59,0.2507,2,1,16,17
1,5,2017-01-14,7,1,0.2387,0.15,0.63,0.2368,3,1,8,9
1,5,2017-01-14,8,1,0.2369,0.1375,0.63,0.2394,3,0,7,7
1,5,2017-01-14,9,1,0.2477,0.15,0.63,0.2453,3,0,0,0
1,5,2017-01-14,10,1,0.2658,0.1,0.65,0.2809,1,0,1,1
1,5,2017-01-14,11,1,0.2821,0.0625,0.68,0.3155,1,0,3,3
1,5,2017-01-14,12,1,0.2948,0.0625,0.69,0.3266,1,2,8,10
1,5,2017-01-14,13,1,0.3092,0.05,0.69,0.3478,2,0,19,19
1,5,2017-01-14,14,1,0.3201,0.0375,0.68,0.3675,2,2,39,41
1,5,2017-01-14,15,1,0.3309,0.1,0.67,0.3402,2,1,43,44
1,5,2017-01-14,16,1,0.3363,0.075,0.68,0.3563,1,3,43,46
1,5,2017-01-14,17,1,0.3309,0.0875,0.69,0.3455,1,3,58,61
1,5,2017-01-14,18,1,0.3219,0.125,0.71,0.3227,1,4,54,58
1,5,2017-01-14,19,1,0.3183,0.075,0.74,0.3402,1,3,61,64
1,5,2017-01-14,20,1,0.3146,0.1,0.75,0.3254,1,10,64,74
1,5,2017-01-14,21,1,0.3146,0.075,0.73,0.337,1,3,58,61
1,5,2017-01-14,22,1,0.311,0.0625,0.74,0.3409,1,3,57,60
1,5,2017-01-14,23,1,0.3002,0.075,0.76,0.3241,1,9,47,56
1,6,2017-01-15,0,1,0.2911,0.0875,0.75,0.3096,1,6,35,41
1,6,2017-01-15,1,1,0.2966,0.1,0.78,0.3089,1,0,24,24
