,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Yonge St / Harbour St,0.008008429926238127,0.005619950825430269,0.00435546188970846,0.0024587284861257476,0.0008429926238145417,-0.0018967334035827196,-0.007938180540920249,-0.014049877063575656,-0.03006673691605189,-0.007938180540920249,-0.005338953284158756,-0.0025992272567615044,-0.012855637513171727,-0.0027397260273972616,-0.0014049877063575696,0.00021074815595363534,0.019669827889005915,0.014260625219529291,0.006533192834562686,0.00913242009132418,0.012504390586582335,0.010537407797681744,0.017351598173515934,0.010888654724271135
Humber Bay Shores Park West,0.0015485407980941031,0.00047647409172126264,0.00035735556879094697,0.00011911852293031566,0.0,-0.00023823704586063132,-0.0005955926146515783,-0.00190589636688505,-0.0026206075044669435,-0.004169148302561046,-0.0008338296605122094,-0.0026206075044669435,-0.002501488981536628,-0.0028588445503275745,-0.00023823704586063148,-0.0014294222751637872,0.0046456223942823085,0.004883859440142939,0.0038117927337700994,0.002739726027397259,0.002501488981536628,0.004883859440142939,0.004288266825491362,0.0028588445503275745
Macpherson Ave / Spadina Rd,-0.0032876712328767117,0.00273972602739726,0.004200913242009132,-0.00018264840182648394,0.002374429223744292,0.0001826484018264841,-0.0009132420091324198,-0.035616438356164314,-0.019178082191780806,-0.017351598173515975,-0.00273972602739726,-0.012968036529680373,-0.029771689497716844,-0.01771689497716894,-0.010410958904109601,-0.003470319634703196,-0.006392694063926942,-0.01333333333333334,0.01333333333333334,0.006940639269406396,0.015707762557077624,0.004748858447488584,0.007853881278538819,0.0045662100456621
Glen Edyth Dr / Davenport Rd,-0.0014611872146118718,0.006757990867579912,0.005662100456621004,0.0038356164383561643,0.0005479452054794521,0.0007305936073059361,-0.022283105022831026,-0.017351598173515975,-0.03324200913242003,-0.021735159817351576,-0.010410958904109603,-0.012602739726027407,-0.02794520547945201,-0.017899543378995422,-0.007305936073059365,-0.0005479452054794522,0.0007305936073059359,0.004018264840182647,0.02246575342465751,0.007123287671232881,-0.0009132420091324198,0.010045662100456633,0.011324200913242023,0.010410958904109603
HTO Park (Queen's Quay W),0.0010147133434804667,-0.001116184677828513,0.0009132420091324201,0.0018264840182648397,-0.0004058853373921867,-0.00060882800608828,-0.00060882800608828,-0.0004058853373921867,-0.00030441400304414,0.0005073566717402334,-0.00010147133434804668,-0.0017250126839167931,-0.011364789446981247,-0.002841197361745305,0.00020294266869609303,0.0023338406900050724,0.0037544393708777235,0.0029426686960933516,0.002130898021308979,0.005479452054794515,0.00811770674784374,0.01613394216133946,0.010045662100456635,0.00740740740740741
Hayter St / Laplante Ave,0.004018264840182647,0.00547945205479452,-0.00036529680365296794,-0.00273972602739726,-0.0005479452054794519,-0.00018264840182648378,0.008401826484018273,0.05936073059360715,0.08584474885844724,0.004018264840182647,0.006940639269406396,0.006392694063926942,0.0467579908675798,0.03799086757990859,0.015159817351598173,-0.02684931506849311,-0.07999999999999978,-0.04200913242009123,-0.007305936073059365,-0.015890410958904106,-0.04712328767123277,-0.04730593607305925,-0.019908675799086742,-0.00036529680365296734
Front St E / Cherry St,0.01333333333333334,0.008036529680365303,0.008401826484018273,0.00273972602739726,0.00547945205479452,0.0036529680365296802,-0.0018264840182648395,-0.00949771689497718,-0.05735159817351584,-0.020456621004566192,-0.006940639269406396,-0.012420091324200922,-0.02593607305936069,-0.01168949771689499,0.0032876712328767117,0.004018264840182648,0.018082191780821908,0.042374429223744195,0.011506849315068506,0.00949771689497718,0.018447488584474873,0.029954337899543326,0.021187214611872125,0.006940639269406396
Scott St / The Esplanade,0.006344628695025232,-0.0023071377072819022,0.0014419610670511898,0.0005767844268204756,-0.0005767844268204758,-0.009372746935832739,-0.010814708002883934,0.030281182408074894,-0.00490266762797404,-0.009228550829127621,0.0015861571737563088,0.008363374188896903,0.007930785868781546,0.008219178082191785,0.004614275414563804,0.026964671953857176,0.04657534246575334,0.027685652487382768,0.004181687094448446,0.025522710886805994,0.04095169430425364,0.027685652487382768,0.006344628695025232,0.008651766402307142
Princess St / Adelaide St,-0.0017303532804614275,-0.0002883922134102382,0.009516943042537859,0.011679884643114645,0.006344628695025232,0.005623648161499635,0.002739726027397259,0.0017303532804614275,-0.0007209805335255948,-0.0018745493871665463,0.0024513338139870214,0.02826243691420324,0.05219899062725314,0.06604181687094494,0.0397981254506127,0.010093727469358337,0.0017303532804614275,0.0037490987743330905,0.0023071377072819027,-0.006056236481614993,-0.013698630136986299,-0.012545061283345354,-0.01600576784426819,-0.000865176640230714
Queen St W / Spadina Ave,-0.004234122042341219,-0.008966376089663757,-0.014445828144458274,-0.009215442092154417,-0.014445828144458274,-0.0037359900373599,-0.006724782067247819,0.007721046077210456,0.09887920298879206,0.0368617683686178,0.016438356164383553,0.010709838107098375,0.06475716064757156,0.06874221668742207,0.028642590286425948,0.031133250311332572,0.03212951432129522,-0.007970112079701117,-0.01942714819427147,-0.01718555417185553,-0.009215442092154415,0.0024906600249066015,-0.02988792029887926,-0.012702366127023655
Riverdale Park South (Broadview Ave),0.0001826484018264841,0.0005479452054794521,0.001643835616438356,0.0014611872146118722,0.00018264840182648402,-0.0007305936073059359,-0.003105022831050228,-0.029223744292237393,-0.05168949771689485,-0.008036529680365303,-0.006575342465753427,-0.010958904109589055,-0.016438356164383557,-0.010958904109589055,-0.0036529680365296802,0.004566210045662099,0.01771689497716894,0.04657534246575332,0.011872146118721472,0.007671232876712335,-0.003105022831050228,0.018447488584474873,0.02319634703196344,0.010045662100456633
Ted Rogers Way / Bloor St E,-0.0006088280060882803,0.0023338406900050724,0.003652968036529677,0.0025367833587011655,-0.0011161846778285135,-0.005276509386098421,-0.0008117706747843731,0.0027397260273972586,-0.018873668188736734,-0.010755961440892964,-0.015322171486555085,-0.022425164890918368,-0.0164383561643836,-0.023135464231354683,-0.021714865550482052,-0.02303399289700664,-0.03977676306443401,-0.0743784880771187,-0.027092846270928426,-0.013597158802638284,-0.011973617453069529,-0.03855910705225748,-0.01755454084221212,-0.005073566717402329
Ossington Ave / Bloor St W,0.0024906600249066015,-0.0044831880448318795,-0.00074719800747198,0.00074719800747198,-0.0017434620174346205,0.0007471980074719802,-0.014196762141967613,-0.03212951432129522,-0.04383561643835634,-0.012204234122042336,-0.022665006226650054,-0.013449564134495634,-0.040846824408468395,-0.0458281444582816,-0.014694894146948934,0.0022415940224159397,0.032378580323785884,0.007471980074719795,0.006226650062266499,0.02117061021170609,0.016687422166874213,0.02117061021170609,0.011955168119551676,0.03536737235367383
Rosehill Ave / Avoca Ave - SMART,0.0011986301369863014,-0.00017123287671232877,0.00034246575342465754,-0.00034246575342465754,-0.00034246575342465754,0.00017123287671232877,-0.0027397260273972603,0.0013698630136986301,-0.004280821917808219,-0.0025684931506849314,-0.002226027397260274,-0.0025684931506849314,-0.0013698630136986301,-0.0006849315068493151,0.0010273972602739725,0.0013698630136986301,-0.010616438356164383,-0.011301369863013699,-0.0025684931506849314,-0.005136986301369863,0.00017123287671232877,0.00017123287671232877,-0.00034246575342465754,0.0
Church St  / Wood St,0.004470079307858684,0.002162941600576784,-0.0037490987743330905,-0.004902667627974041,-0.0005767844268204758,-0.019754866618601263,-0.011535688536409527,-0.021773612112472918,-0.061139149242970765,-0.03633741888968986,-0.01773612112472961,-0.019033886085075672,-0.019610670511896147,-0.014708002883922126,-0.013698630136986299,0.004614275414563803,0.016294160057678427,0.03763518385003592,0.014275414563806772,0.0036049026676279712,0.009228550829127621,0.012545061283345354,0.004902667627974041,-0.0024513338139870214
Bay St / Queens Quay W (Ferry Terminal),-0.0015485407980941031,0.0036926742108397835,0.005598570577724833,-0.0016676593210244188,0.0028588445503275745,0.001310303752233472,0.003930911256700415,0.015247170935080443,0.077903513996427,0.029064919594996977,0.006789755807027995,0.02251340083382972,0.06682549136390738,0.03335318642048827,0.009648600357355583,-0.0034544371649791526,-0.010839785586658744,-0.03597379392495517,-0.012150089338892223,-0.006194163192376414,-0.011197141155449694,-0.020845741512805306,-0.011673615247170957,-0.0005955926146515782
Queen St W / Dovercourt Rd,0.0029887920298879212,0.005230386052303859,0.0014943960149439604,-0.0019925280199252805,0.004981320049813199,-0.012453300124532996,-0.03437110834371118,-0.058779576587795784,-0.09763387297633871,-0.020672478206724767,-0.016936488169364872,-0.02092154420921543,-0.040846824408468395,-0.019427148194271472,0.0034869240348692396,0.023661270236612703,0.04906600249066014,0.09887920298879206,0.04009962640099641,0.02117061021170609,0.006724782067247819,0.05155666251556672,0.02665006226650065,0.010709838107098376
Dufferin St / Bloor St,-0.0009132420091324202,-0.0010958904109589038,-0.00036529680365296783,-0.001278538812785388,0.0005479452054794522,0.0018264840182648401,-0.001095890410958904,-0.0007305936073059361,-0.016986301369863007,-0.01114155251141554,-0.0029223744292237444,-0.0010958904109589042,-0.015890410958904106,-0.00949771689497718,-0.0020091324200913244,-0.005114155251141552,-0.00018264840182648454,0.01662100456621004,0.005662100456621004,0.00273972602739726,0.0036529680365296794,0.00018264840182648394,0.0009132420091324205,-0.0014611872146118718
Queen St W / Ossington Ave,0.006194163192376414,-0.0005955926146515782,-0.0019058963668850497,-0.0022632519356759967,0.00011911852293031551,-0.0004764740917212625,-0.0036926742108397835,-0.0034544371649791526,-0.01977367480643246,-0.022989874925550973,-0.01036331149493748,-0.0036926742108397835,-0.012745681953543803,0.0010720667063728409,0.004050029779630731,0.0029779630732578903,0.004764740917212624,0.026086956521739132,0.03728409767718863,0.032757593805836704,0.013341274568195385,0.007742703990470524,0.015485407980941076,0.014055985705777282
Spadina Ave / Willcocks St,-0.001278538812785388,-0.004383561643835615,-0.00273972602739726,0.0031050228310502276,-0.0014611872146118724,0.0001826484018264841,-0.0012785388127853881,-0.0007305936073059359,-0.013515981735159823,0.007305936073059365,0.012602739726027407,0.00547945205479452,-0.02210045662100454,-0.015890410958904106,-0.011506849315068506,-0.003287671232876712,-0.005296803652968036,-0.007123287671232881,-0.016986301369863007,-0.010228310502283119,-0.009863013698630149,-0.009863013698630149,-0.006575342465753427,-0.0031050228310502276
Sherbourne St / Wellesley St E,-0.0005302695536897922,-0.0005302695536897922,0.005744586831639413,0.003888643393725141,0.0009721608484312856,-0.0070702607158638926,-0.01184268669907202,-0.04551480335837436,-0.15607600530269292,-0.045072912063632876,-0.030136986301370062,-0.022182942996022966,-0.02333186036235088,-0.024569155987627093,-0.009368095448519657,-0.012991604065399903,0.018736190897039314,0.040300486080424684,0.014670790985417577,0.0197083517454706,0.008926204153778164,0.017233760494918236,0.013433495360141396,0.013433495360141396
Yonge St / Alexander St - SMART,-0.0013698630136986301,-0.002054794520547945,0.002397260273972603,-0.0013698630136986301,-0.00034246575342465754,-0.004794520547945206,0.0030821917808219177,-0.018835616438356163,-0.025342465753424658,-0.01643835616438356,-0.0030821917808219177,0.005136986301369863,0.0061643835616438354,0.004452054794520548,0.0030821917808219177,0.00684931506849315,0.020205479452054795,0.008904109589041096,-0.002054794520547945,-0.007534246575342466,-0.00684931506849315,-0.010273972602739725,-0.007876712328767124,0.002397260273972603
Ossington Ave / College St,-0.0044831880448318795,0.00024906600249065996,7.604267291953127e-20,-0.00099626400996264,-0.00049813200498132,0.00049813200498132,-0.0027397260273972607,-0.023661270236612703,-0.06973848069738471,-0.03088418430884191,-0.013947696139476953,-0.008468244084682436,-0.0017434620174346205,-0.007471980074719798,-0.005479452054794519,-0.00024906600249065996,0.02440846824408469,0.0493150684931508,0.030136986301369923,0.013698630136986294,0.009962640099626396,0.005977584059775839,0.0034869240348692405,-0.00398505603985056
Salem Ave / Bloor St W,0.0014611872146118718,0.0018264840182648401,-0.0014611872146118718,-0.00018264840182648378,0.0009132420091324201,-0.003470319634703196,-0.00273972602739726,0.0023744292237442913,-0.03726027397260266,-0.005114155251141552,-0.006575342465753427,-0.012054794520547956,-0.022283105022831026,-0.0027397260273972603,0.0009132420091324205,-0.004200913242009132,0.006027397260273973,0.015342465753424657,0.006392694063926942,0.0034703196347031957,0.007123287671232881,0.01716894977168949,0.009863013698630149,0.0045662100456621
Lansdowne Subway Green P,-0.0010720667063728409,0.0010720667063728409,0.002501488981536628,0.0016676593210244188,0.0,-0.00011911852293031566,-0.0007147111375818942,-0.004407385348421678,-0.007980941036331157,-0.0015485407980941031,-0.0022632519356759967,-0.0004764740917212628,-0.0028588445503275745,-0.0020250148898153654,0.00023823704586063148,0.0010720667063728406,0.0021441334127456813,0.0034544371649791526,0.002382370458606312,-0.003335318642048837,-0.003097081596188206,0.00035735556879094713,-0.002144133412745681,0.00035735556879094697
Church St / Alexander St,-0.010228310502283119,-6.843840562757814e-19,-0.009680365296803667,-0.01826484018264839,-0.005844748858447489,-0.01114155251141554,-0.016986301369863007,-0.02246575342465751,-0.1026484018264845,-0.03214611872146113,-0.011324200913242023,-0.02356164383561641,-0.05278538812785375,-0.039634703196346946,-0.020821917808219157,0.0016438356164383567,0.04401826484018255,0.05168949771689485,0.008036529680365303,0.03068493150684926,0.014611872146118723,0.03488584474885838,0.0029223744292237444,-0.008036529680365303
Simcoe St / Dundas St W,-0.0018264840182648397,0.0031456113647894447,0.0029426686960933516,0.002638254693049212,0.0010147133434804667,0.0013191273465246068,0.00060882800608828,0.04444444444444409,0.07204464738711357,0.02374429223744295,0.007711821410451551,0.02760020294266865,0.06372399797057351,0.035514967021816134,0.01369863013698633,-0.012480974124809766,-0.03561643835616418,-0.06463723997970595,-0.017148655504819935,-0.015728056823947272,-0.032673769660070885,-0.05824454591577883,-0.024759005580923397,-0.004870624048706236
King St W / Fraser Ave,0.009315068493150695,0.0009132420091324201,0.001278538812785388,0.002374429223744292,0.0009132420091324201,-0.002009132420091324,-0.0009132420091324201,0.0010958904109589042,0.006027397260273973,-0.004748858447488584,-0.002191780821917808,-0.00273972602739726,-0.006027397260273973,-0.00273972602739726,0.005114155251141552,0.0009132420091324202,-0.0012785388127853881,0.00036529680365296783,0.0038356164383561643,0.006575342465753427,0.004383561643835616,0.004018264840182648,0.0032876712328767117,0.004200913242009132
Nelson St / Duncan St,-0.016173221387538652,-0.012284577993813514,-0.005037560760053023,-0.003093239063190453,-0.004507291206363231,-0.00035351303579319487,0.011754308440123722,-0.0030048608042421545,0.05965532479010175,0.04551480335837436,0.020238621299160393,0.015819708351745457,0.031020768890853073,0.03685373398144094,0.010870525850640736,0.018117543084401222,0.013521873619089695,-0.01254971277065841,-0.024038886433937288,-0.0022978347326557645,-0.0020326999558108695,-0.006628369421122399,-0.015554573574900563,-0.015819708351745457
Sherbourne St / Carlton St (Allan Gardens),0.007896857373086211,0.007735697018533433,0.010153102336825124,0.006607574536663977,0.0030620467365028202,-0.0032232070910556006,-0.013376309427880716,-0.05495568090249782,-0.0715551974214341,-0.038839645447219864,-0.0283642224012892,-0.03352135374697814,-0.04399677679290881,-0.039806607574536544,-0.012570507655116817,-0.0037066881547139392,0.019822723609991894,0.03126510878323924,0.00934730056406123,0.025946817082997516,0.014826752618855727,0.040128928283642104,0.03319903303787258,0.021595487510072463
Dockside Dr / Queens Quay E (Sugar Beach),-0.007610350076103504,-0.004363267376966002,-0.001319127346524607,-0.003247082699137491,-0.0007102993404363267,0.0010147133434804667,0.006392694063926938,0.027904616945712783,0.08564180618975221,0.05114155251141536,0.017858954845256264,0.019989852866565253,0.053678335870116604,0.04850329781836608,0.017656012176560168,0.004667681380010141,-0.05438863521055295,-0.06423135464231376,-0.009538305428716398,-0.016641298833079698,-0.039370877727041835,-0.044342973110096044,-0.020294266869609393,-0.012278031456113671
